"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2010","Malta","Year","Males","Healthy life years in absolute value at birth","70.1",""
"2010","Malta","Year","Males","Life expectancy in absolute value at birth","79.3",""
"2010","Malta","Year","Females","Healthy life years in absolute value at birth","71.3",""
"2010","Malta","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2010","Netherlands","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2010","Netherlands","Year","Males","Life expectancy in absolute value at birth","78.9",""
"2010","Netherlands","Year","Females","Healthy life years in absolute value at birth","60.2",""
"2010","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2010","Austria","Year","Males","Healthy life years in absolute value at birth","59.4",""
"2010","Austria","Year","Males","Life expectancy in absolute value at birth","77.8",""
"2010","Austria","Year","Females","Healthy life years in absolute value at birth","60.8",""
"2010","Austria","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2010","Poland","Year","Males","Healthy life years in absolute value at birth","58.5",""
"2010","Poland","Year","Males","Life expectancy in absolute value at birth","72.2",""
"2010","Poland","Year","Females","Healthy life years in absolute value at birth","62.3",""
"2010","Poland","Year","Females","Life expectancy in absolute value at birth","80.7",""
"2010","Portugal","Year","Males","Healthy life years in absolute value at birth","59.3",""
"2010","Portugal","Year","Males","Life expectancy in absolute value at birth","76.8",""
"2010","Portugal","Year","Females","Healthy life years in absolute value at birth","56.7",""
"2010","Portugal","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2010","Romania","Year","Males","Healthy life years in absolute value at birth","57.2","b"
"2010","Romania","Year","Males","Life expectancy in absolute value at birth","70.0",""
"2010","Romania","Year","Females","Healthy life years in absolute value at birth","57.5","b"
"2010","Romania","Year","Females","Life expectancy in absolute value at birth","77.7",""
"2010","Slovenia","Year","Males","Healthy life years in absolute value at birth","53.4","b"
"2010","Slovenia","Year","Males","Life expectancy in absolute value at birth","76.4",""
"2010","Slovenia","Year","Females","Healthy life years in absolute value at birth","54.6","b"
"2010","Slovenia","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2010","Slovakia","Year","Males","Healthy life years in absolute value at birth","52.4",""
"2010","Slovakia","Year","Males","Life expectancy in absolute value at birth","71.8",""
"2010","Slovakia","Year","Females","Healthy life years in absolute value at birth","52.0",""
"2010","Slovakia","Year","Females","Life expectancy in absolute value at birth","79.3",""
"2010","Finland","Year","Males","Healthy life years in absolute value at birth","58.5",""
"2010","Finland","Year","Males","Life expectancy in absolute value at birth","76.9",""
"2010","Finland","Year","Females","Healthy life years in absolute value at birth","57.9",""
"2010","Finland","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2010","Sweden","Year","Males","Healthy life years in absolute value at birth","66.6","b"
"2010","Sweden","Year","Males","Life expectancy in absolute value at birth","79.6",""
"2010","Sweden","Year","Females","Healthy life years in absolute value at birth","65.5","b"
"2010","Sweden","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2010","Iceland","Year","Males","Healthy life years in absolute value at birth","69.3",""
"2010","Iceland","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2010","Iceland","Year","Females","Healthy life years in absolute value at birth","68.1",""
"2010","Iceland","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2010","Norway","Year","Males","Healthy life years in absolute value at birth","69.8",""
"2010","Norway","Year","Males","Life expectancy in absolute value at birth","79.0",""
"2010","Norway","Year","Females","Healthy life years in absolute value at birth","69.8",""
"2010","Norway","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2010","Switzerland","Year","Males","Healthy life years in absolute value at birth","65.5",""
"2010","Switzerland","Year","Males","Life expectancy in absolute value at birth","80.3",""
"2010","Switzerland","Year","Females","Healthy life years in absolute value at birth","63.3",""
"2010","Switzerland","Year","Females","Life expectancy in absolute value at birth","84.9",""
"2010","United Kingdom","Year","Males","Healthy life years in absolute value at birth","64.9",""
"2010","United Kingdom","Year","Males","Life expectancy in absolute value at birth","78.6",""
"2010","United Kingdom","Year","Females","Healthy life years in absolute value at birth","65.6",""
"2010","United Kingdom","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2011","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","61.1",""
"2011","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","77.0",""
"2011","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","61.7",""
"2011","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2011","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.6",""
"2011","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","77.3",""
"2011","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","62.1",""
"2011","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2011","Belgium","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2011","Belgium","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2011","Belgium","Year","Females","Healthy life years in absolute value at birth","63.6",""
"2011","Belgium","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2011","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.1",""
"2011","Bulgaria","Year","Males","Life expectancy in absolute value at birth","70.7",""
"2011","Bulgaria","Year","Females","Healthy life years in absolute value at birth","65.9",""
"2011","Bulgaria","Year","Females","Life expectancy in absolute value at birth","77.8",""
"2011","Czechia","Year","Males","Healthy life years in absolute value at birth","62.2",""
"2011","Czechia","Year","Males","Life expectancy in absolute value at birth","74.8",""
"2011","Czechia","Year","Females","Healthy life years in absolute value at birth","63.6",""
"2011","Czechia","Year","Females","Life expectancy in absolute value at birth","81.1",""
"2011","Denmark","Year","Males","Healthy life years in absolute value at birth","63.7",""
"2011","Denmark","Year","Males","Life expectancy in absolute value at birth","77.8",""
"2011","Denmark","Year","Females","Healthy life years in absolute value at birth","59.9",""
"2011","Denmark","Year","Females","Life expectancy in absolute value at birth","81.9",""
"2011","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","57.8",""
"2011","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2011","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","58.6",""
"2011","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2011","Estonia","Year","Males","Healthy life years in absolute value at birth","54.2",""
"2011","Estonia","Year","Males","Life expectancy in absolute value at birth","71.4",""
"2011","Estonia","Year","Females","Healthy life years in absolute value at birth","57.9",""
"2011","Estonia","Year","Females","Life expectancy in absolute value at birth","81.3",""
"2011","Ireland","Year","Males","Healthy life years in absolute value at birth","66.1",""
"2011","Ireland","Year","Males","Life expectancy in absolute value at birth","78.6",""
"2011","Ireland","Year","Females","Healthy life years in absolute value at birth","68.3",""
"2011","Ireland","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2011","Greece","Year","Males","Healthy life years in absolute value at birth","66.2",""
"2011","Greece","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2011","Greece","Year","Females","Healthy life years in absolute value at birth","66.9",""
"2011","Greece","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2011","Spain","Year","Males","Healthy life years in absolute value at birth","65.4",""
"2011","Spain","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2011","Spain","Year","Females","Healthy life years in absolute value at birth","65.6",""
"2011","Spain","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2011","France","Year","Males","Healthy life years in absolute value at birth","62.7",""
"2011","France","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2011","France","Year","Females","Healthy life years in absolute value at birth","63.6",""
"2011","France","Year","Females","Life expectancy in absolute value at birth","85.7",""
"2011","Croatia","Year","Males","Healthy life years in absolute value at birth","59.8",""
"2011","Croatia","Year","Males","Life expectancy in absolute value at birth","73.8",""
"2011","Croatia","Year","Females","Healthy life years in absolute value at birth","61.7",""
"2011","Croatia","Year","Females","Life expectancy in absolute value at birth","80.4",""
